outbreak_setting,causative_agent,month,duration
Hospital-Chronic Care,COVID-19,Jan,7
Hospital-Psychiatric,COVID-19,Jan,13
LTCH,Enterovirus/Rhinovirus,Jan,11
Retirement Home,Parainfluenza,Jan,2
LTCH,Respiratory syncytial virus,Jan,8
LTCH,Coronavirus,Jan,14
Hospital-Chronic Care,COVID-19,Jan,8
Hospital-Chronic Care,COVID-19,Jan,21
Retirement Home,COVID-19,Jan,17
LTCH,Respiratory syncytial virus,Jan,24
LTCH,COVID-19,Jan,24
LTCH,COVID-19,Jan,9
LTCH,Enterovirus/Rhinovirus,Jan,8
Retirement Home,Influenza,Jan,21
Hospital-Acute Care,COVID-19,Jan,31
Hospital-Acute Care,Respiratory syncytial virus,Jan,7
Retirement Home,Coronavirus,Jan,11
Retirement Home,COVID-19,Jan,23
Retirement Home,COVID-19,Jan,9
Retirement Home,Respiratory syncytial virus,Jan,7
LTCH,Respiratory syncytial virus,Jan,10
Hospital-Chronic Care,COVID-19,Jan,12
Hospital-Chronic Care,COVID-19,Jan,11
Hospital-Chronic Care,COVID-19,Jan,12
Retirement Home,COVID-19,Jan,35
Retirement Home,COVID-19,Jan,13
LTCH,Coronavirus,Jan,7
Retirement Home,COVID-19,Jan,21
LTCH,COVID-19,Jan,31
Hospital-Chronic Care,COVID-19,Jan,7
Hospital-Acute Care,COVID-19,Jan,30
Retirement Home,Norovirus,Jan,14
LTCH,Respiratory syncytial virus,Jan,10
LTCH,COVID-19,Jan,18
Hospital-Acute Care,COVID-19,Jan,14
Retirement Home,Respiratory syncytial virus,Jan,6
Retirement Home,COVID-19,Jan,20
Retirement Home,COVID-19,Jan,16
LTCH,COVID-19,Jan,33
Hospital-Acute Care,COVID-19,Jan,12
Hospital-Chronic Care,COVID-19,Jan,13
LTCH,Influenza,Jan,13
LTCH,Respiratory syncytial virus,Jan,52
LTCH,Parainfluenza,Jan,22
LTCH,COVID-19,Jan,22
LTCH,COVID-19,Jan,14
LTCH,COVID-19,Jan,16
Retirement Home,COVID-19,Jan,15
Hospital-Acute Care,COVID-19,Jan,10
LTCH,COVID-19,Jan,20
Hospital-Chronic Care,COVID-19,Jan,18
LTCH,COVID-19,Jan,22
Hospital-Chronic Care,Respiratory syncytial virus,Jan,9
Hospital-Acute Care,COVID-19,Jan,11
Retirement Home,COVID-19,Jan,19
LTCH,COVID-19,Jan,51
Hospital-Chronic Care,COVID-19,Jan,13
LTCH,COVID-19,Jan,17
LTCH,COVID-19,Jan,15
LTCH,Influenza,Jan,12
Hospital-Psychiatric,COVID-19,Nov,4
Retirement Home,COVID-19,Nov,9
Hospital-Acute Care,Parainfluenza,Nov,7
LTCH,COVID-19,Nov,11
Hospital-Chronic Care,COVID-19,Nov,8
Retirement Home,Coronavirus,Nov,14
Retirement Home,COVID-19,Nov,6
LTCH,COVID-19,Nov,10
LTCH,COVID-19,Nov,12
Hospital-Acute Care,COVID-19,Nov,11
LTCH,COVID-19,Nov,18
Hospital-Chronic Care,COVID-19,Nov,14
LTCH,Parainfluenza,Oct,14
Hospital-Chronic Care,COVID-19,Oct,8
LTCH,Coronavirus,Oct,20
LTCH,COVID-19,Oct,15
LTCH,COVID-19,Oct,15
LTCH,Enterovirus/Rhinovirus,Oct,14
LTCH,Enterovirus/Rhinovirus,Oct,17
LTCH,COVID-19,Oct,11
Hospital-Chronic Care,Enterovirus/Rhinovirus,Oct,5
LTCH,COVID-19,Oct,7
Retirement Home,Enterovirus/Rhinovirus,Oct,5
Retirement Home,COVID-19,Oct,11
LTCH,Parainfluenza,Oct,7
Hospital-Chronic Care,COVID-19,Oct,12
Hospital-Chronic Care,COVID-19,Oct,14
LTCH,COVID-19,Oct,19
Retirement Home,Parainfluenza,Oct,9
Retirement Home,Enterovirus/Rhinovirus,Oct,12
Retirement Home,COVID-19,Oct,17
LTCH,Enterovirus/Rhinovirus,Oct,5
LTCH,Enterovirus/Rhinovirus,Oct,5
LTCH,COVID-19,Oct,14
Hospital-Acute Care,COVID-19,Oct,15
Retirement Home,Influenza,Oct,13
LTCH,Enterovirus/Rhinovirus,Oct,19
LTCH,COVID-19,Oct,25
LTCH,COVID-19,Oct,7
LTCH,Enterovirus/Rhinovirus,Oct,11
Hospital-Acute Care,COVID-19,Oct,9
LTCH,Enterovirus/Rhinovirus,Oct,12
Retirement Home,COVID-19,Oct,20
Hospital-Chronic Care,COVID-19,Oct,22
Hospital-Acute Care,COVID-19,Oct,9
Hospital-Acute Care,COVID-19,Oct,13
Hospital-Chronic Care,Enterovirus/Rhinovirus,Oct,7
Retirement Home,COVID-19,Oct,13
Hospital-Chronic Care,Enterovirus/Rhinovirus,Oct,2
LTCH,Enterovirus/Rhinovirus,Oct,10
Hospital-Acute Care,COVID-19,Oct,25
LTCH,COVID-19,Oct,36
Retirement Home,COVID-19,Oct,21
LTCH,COVID-19,Oct,17
LTCH,Enterovirus/Rhinovirus,Oct,18
LTCH,COVID-19,Oct,7
LTCH,COVID-19,Oct,18
LTCH,Enterovirus/Rhinovirus,Oct,14
Hospital-Chronic Care,COVID-19,Oct,20
LTCH,COVID-19,Oct,27
Retirement Home,COVID-19,Oct,9
LTCH,Enterovirus/Rhinovirus,Oct,15
Hospital-Chronic Care,COVID-19,Oct,9
Hospital-Acute Care,COVID-19,Oct,7
LTCH,Enterovirus/Rhinovirus,Oct,8
Hospital-Chronic Care,COVID-19,Oct,8
LTCH,Coronavirus,Oct,5
LTCH,COVID-19,Oct,17
LTCH,Enterovirus/Rhinovirus,Oct,5
Hospital-Chronic Care,COVID-19,Oct,5
LTCH,Enterovirus/Rhinovirus,Oct,9
LTCH,COVID-19,Oct,15
Retirement Home,COVID-19,Oct,14
Retirement Home,COVID-19,Oct,7
LTCH,Enterovirus/Rhinovirus,Oct,11
LTCH,Enterovirus/Rhinovirus,Oct,8
Hospital-Chronic Care,Enterovirus/Rhinovirus,Oct,6
LTCH,Enterovirus/Rhinovirus,Oct,16
LTCH,COVID-19,Oct,8
LTCH,COVID-19,Oct,16
LTCH,Enterovirus/Rhinovirus,Oct,13
Retirement Home,COVID-19,Oct,6
Retirement Home,COVID-19,Oct,15
LTCH,COVID-19,Oct,10
LTCH,Enterovirus/Rhinovirus,Oct,14
LTCH,Enterovirus/Rhinovirus,Sep,15
Retirement Home,Enterovirus/Rhinovirus,Sep,9
Hospital-Chronic Care,COVID-19,Sep,7
LTCH,COVID-19,Sep,12
Retirement Home,Influenza,Sep,7
LTCH,Enterovirus/Rhinovirus,Sep,7
Hospital-Acute Care,COVID-19,Sep,7
LTCH,COVID-19,Sep,7
LTCH,COVID-19,Sep,13
LTCH,Enterovirus/Rhinovirus,Sep,14
LTCH,COVID-19,Sep,7
LTCH,Enterovirus/Rhinovirus,Sep,13
LTCH,COVID-19,Sep,18
LTCH,Parainfluenza,Sep,23
LTCH,Enterovirus/Rhinovirus,Sep,11
LTCH,Enterovirus/Rhinovirus,Sep,10
Hospital-Acute Care,COVID-19,Sep,4
LTCH,Enterovirus/Rhinovirus,Sep,9
LTCH,Enterovirus/Rhinovirus,Sep,8
LTCH,COVID-19,Sep,13
LTCH,COVID-19,Sep,5
Hospital-Acute Care,COVID-19,Sep,7
Hospital-Acute Care,COVID-19,Sep,10
Hospital-Acute Care,COVID-19,Sep,11
LTCH,COVID-19,Sep,18
LTCH,COVID-19,Sep,20
Hospital-Chronic Care,COVID-19,Sep,7
Hospital-Chronic Care,COVID-19,Sep,7
LTCH,COVID-19,Sep,13
Retirement Home,COVID-19,Sep,15
Hospital-Chronic Care,COVID-19,Sep,9
Hospital-Chronic Care,COVID-19,Sep,24
Hospital-Chronic Care,COVID-19,Sep,8
Retirement Home,COVID-19,Sep,7
LTCH,Enterovirus/Rhinovirus,Sep,9
Hospital-Acute Care,COVID-19,Sep,11
LTCH,COVID-19,Sep,16
Hospital-Chronic Care,COVID-19,Sep,6
Hospital-Acute Care,COVID-19,Sep,7
LTCH,COVID-19,Sep,18
LTCH,Enterovirus/Rhinovirus,Sep,20
Retirement Home,COVID-19,Sep,19
Hospital-Chronic Care,COVID-19,Sep,13
LTCH,COVID-19,Sep,8
LTCH,COVID-19,Sep,15
LTCH,Parainfluenza,Sep,25
LTCH,COVID-19,Sep,18
LTCH,Parainfluenza,Sep,14
Retirement Home,COVID-19,Sep,6
LTCH,COVID-19,Sep,22
LTCH,Parainfluenza,Sep,21
Hospital-Acute Care,COVID-19,Sep,27
Hospital-Chronic Care,COVID-19,Sep,10
LTCH,COVID-19,Sep,7
LTCH,COVID-19,Sep,9
LTCH,COVID-19,Sep,13
Hospital-Chronic Care,COVID-19,Sep,13
Retirement Home,COVID-19,Sep,21
Hospital-Chronic Care,COVID-19,Sep,7
LTCH,Enterovirus/Rhinovirus,Sep,17
LTCH,COVID-19,Sep,17
LTCH,Enterovirus/Rhinovirus,Sep,16
Retirement Home,COVID-19,Sep,17
Hospital-Chronic Care,COVID-19,Sep,12
LTCH,COVID-19,Sep,18
LTCH,COVID-19,Sep,25
Retirement Home,COVID-19,Sep,14
LTCH,COVID-19,Sep,18
LTCH,COVID-19,Sep,20
LTCH,COVID-19,Sep,38
LTCH,COVID-19,Sep,17
LTCH,COVID-19,Sep,23
Hospital-Psychiatric,COVID-19,Aug,8
LTCH,Parainfluenza,Aug,10
Retirement Home,COVID-19,Aug,8
LTCH,COVID-19,Aug,21
Hospital-Chronic Care,COVID-19,Aug,10
Retirement Home,COVID-19,Aug,24
Hospital-Chronic Care,COVID-19,Aug,7
LTCH,Enterovirus/Rhinovirus,Aug,26
LTCH,COVID-19,Aug,9
LTCH,COVID-19,Aug,14
Hospital-Psychiatric,COVID-19,Aug,8
LTCH,COVID-19,Aug,22
Retirement Home,Coronavirus,Aug,8
LTCH,COVID-19,Aug,6
Hospital-Acute Care,COVID-19,Aug,14
LTCH,COVID-19,Aug,34
LTCH,Enterovirus/Rhinovirus,Aug,11
LTCH,COVID-19,Aug,8
LTCH,COVID-19,Aug,12
LTCH,Enterovirus/Rhinovirus,Aug,10
LTCH,COVID-19,Aug,20
Retirement Home,COVID-19,Aug,15
Retirement Home,COVID-19,Aug,10
Retirement Home,COVID-19,Aug,11
LTCH,Parainfluenza,Aug,8
Hospital-Acute Care,COVID-19,Aug,6
Hospital-Psychiatric,COVID-19,Aug,8
Hospital-Psychiatric,COVID-19,Aug,7
LTCH,COVID-19,Aug,13
Hospital-Acute Care,COVID-19,Aug,9
LTCH,COVID-19,Aug,21
LTCH,COVID-19,Aug,7
Hospital-Chronic Care,COVID-19,Aug,17
Retirement Home,COVID-19,Aug,9
LTCH,COVID-19,Aug,16
LTCH,Enterovirus/Rhinovirus,Aug,8
LTCH,Parainfluenza,Aug,9
Retirement Home,COVID-19,Aug,15
LTCH,COVID-19,Aug,22
Hospital-Chronic Care,COVID-19,Aug,8
Retirement Home,COVID-19,Aug,18
LTCH,COVID-19,Aug,12
LTCH,COVID-19,Aug,8
LTCH,COVID-19,Aug,18
Retirement Home,COVID-19,Aug,19
LTCH,Enterovirus/Rhinovirus,Aug,9
LTCH,Parainfluenza,Aug,14
LTCH,COVID-19,Aug,8
Hospital-Acute Care,COVID-19,Aug,13
Retirement Home,COVID-19,Aug,14
LTCH,COVID-19,Aug,9
LTCH,COVID-19,Aug,23
LTCH,Enterovirus/Rhinovirus,Aug,6
Hospital-Chronic Care,COVID-19,Aug,12
LTCH,COVID-19,Aug,23
LTCH,COVID-19,Aug,18
Retirement Home,COVID-19,Aug,10
LTCH,COVID-19,Aug,24
Retirement Home,COVID-19,Aug,17
Retirement Home,COVID-19,Aug,11
Hospital-Chronic Care,COVID-19,Aug,10
Retirement Home,Respiratory syncytial virus,Aug,9
LTCH,COVID-19,Aug,12
LTCH,Enterovirus/Rhinovirus,Aug,11
Retirement Home,COVID-19,Aug,8
LTCH,COVID-19,Aug,7
LTCH,Enterovirus/Rhinovirus,Aug,6
Retirement Home,COVID-19,Aug,9
LTCH,COVID-19,Aug,14
LTCH,COVID-19,Aug,11
LTCH,COVID-19,Aug,10
Retirement Home,COVID-19,Aug,8
Hospital-Acute Care,COVID-19,Aug,8
LTCH,COVID-19,Jul,13
LTCH,COVID-19,Jul,16
Retirement Home,COVID-19,Jul,19
LTCH,Enterovirus/Rhinovirus,Jul,10
Hospital-Chronic Care,COVID-19,Jul,11
LTCH,COVID-19,Jul,11
LTCH,Enterovirus/Rhinovirus,Jul,9
LTCH,COVID-19,Jul,17
LTCH,COVID-19,Jul,16
Hospital-Acute Care,Parainfluenza,Jul,15
LTCH,COVID-19,Jul,16
Hospital-Chronic Care,COVID-19,Jul,7
Hospital-Psychiatric,COVID-19,Jul,11
LTCH,COVID-19,Jul,20
Retirement Home,COVID-19,Jul,2
LTCH,Enterovirus/Rhinovirus,Jul,23
LTCH,COVID-19,Jul,8
LTCH,COVID-19,Jul,10
LTCH,COVID-19,Jul,18
Hospital-Acute Care,COVID-19,Jul,8
LTCH,COVID-19,Jul,7
LTCH,COVID-19,Jul,12
Hospital-Acute Care,COVID-19,Jul,7
LTCH,COVID-19,Jul,32
LTCH,Parainfluenza,Jul,20
LTCH,Parainfluenza,Jul,11
LTCH,COVID-19,Jul,15
Hospital-Acute Care,COVID-19,Jul,11
Retirement Home,COVID-19,Jul,8
LTCH,COVID-19,Jul,26
LTCH,COVID-19,Jul,7
LTCH,COVID-19,Jul,8
LTCH,Parainfluenza,Jul,12
LTCH,COVID-19,Jul,10
Retirement Home,COVID-19,Jul,6
Hospital-Acute Care,Metapneumovirus,Jul,4
LTCH,Enterovirus/Rhinovirus,Jul,24
LTCH,Norovirus,Jul,18
LTCH,Parainfluenza,Jul,19
LTCH,COVID-19,Jul,9
Hospital-Chronic Care,Enterovirus/Rhinovirus,Jul,7
LTCH,COVID-19,Jul,20
LTCH,COVID-19,Jul,10
Retirement Home,COVID-19,Jul,31
LTCH,Enterovirus/Rhinovirus,Jul,14
LTCH,Influenza,Jul,9
Hospital-Chronic Care,COVID-19,Jul,7
Hospital-Acute Care,COVID-19,Jul,8
LTCH,COVID-19,Jul,10
LTCH,COVID-19,Jul,8
LTCH,COVID-19,Jul,15
LTCH,COVID-19,Jul,16
LTCH,Enterovirus/Rhinovirus,Jul,6
Hospital-Chronic Care,COVID-19,Jul,9
LTCH,COVID-19,Jul,12
LTCH,COVID-19,Jul,25
LTCH,Enterovirus/Rhinovirus,Jul,12
Hospital-Acute Care,COVID-19,Jul,8
LTCH,COVID-19,Jul,19
LTCH,COVID-19,Jul,13
LTCH,Parainfluenza,Jul,17
LTCH,COVID-19,Jun,17
Retirement Home,COVID-19,Jun,8
Hospital-Chronic Care,COVID-19,Jun,8
LTCH,Parainfluenza,Jun,11
Retirement Home,COVID-19,Jun,8
LTCH,Enterovirus/Rhinovirus,Jun,11
LTCH,Parainfluenza,Jun,10
LTCH,Enterovirus/Rhinovirus,Jun,15
LTCH,COVID-19,Jun,23
Retirement Home,Norovirus,Jun,12
LTCH,COVID-19,Jun,9
Hospital-Chronic Care,COVID-19,Jun,12
LTCH,Metapneumovirus,Jun,12
Retirement Home,COVID-19,Jun,8
Hospital-Chronic Care,COVID-19,Jun,14
Retirement Home,COVID-19,Jun,8
LTCH,Enterovirus/Rhinovirus,Jun,9
Hospital-Chronic Care,COVID-19,Jun,15
Hospital-Chronic Care,COVID-19,Jun,8
LTCH,Enterovirus/Rhinovirus,Jun,10
LTCH,Parainfluenza,Jun,6
LTCH,COVID-19,Jun,7
LTCH,COVID-19,Jun,5
Hospital-Chronic Care,COVID-19,Jun,16
Retirement Home,COVID-19,Jun,7
LTCH,Parainfluenza,Jun,27
LTCH,Parainfluenza,Jun,9
Retirement Home,COVID-19,Jun,9
Hospital-Chronic Care,COVID-19,Jun,11
LTCH,Parainfluenza,Jun,25
Hospital-Chronic Care,COVID-19,Jun,13
LTCH,COVID-19,Jun,12
Hospital-Chronic Care,COVID-19,Jun,8
LTCH,Parainfluenza,Jun,9
Retirement Home,COVID-19,Jun,7
Retirement Home,COVID-19,Jun,9
LTCH,COVID-19,Jun,21
LTCH,COVID-19,Jun,21
LTCH,COVID-19,Jun,8
LTCH,COVID-19,Jun,9
LTCH,COVID-19,Jun,11
LTCH,COVID-19,Jun,7
LTCH,Norovirus,Jun,14
Hospital-Acute Care,COVID-19,Jun,8
LTCH,Parainfluenza,Jun,15
LTCH,Parainfluenza,Jun,15
LTCH,COVID-19,Jun,15
Hospital-Psychiatric,COVID-19,Jun,7
LTCH,Coronavirus,Jun,13
LTCH,COVID-19,Jun,14
LTCH,Enterovirus/Rhinovirus,May,21
Hospital-Acute Care,COVID-19,May,7
Retirement Home,COVID-19,May,12
LTCH,COVID-19,May,16
LTCH,Parainfluenza,May,9
Hospital-Chronic Care,COVID-19,May,10
LTCH,Parainfluenza,May,25
LTCH,COVID-19,May,21
LTCH,Enterovirus/Rhinovirus,May,9
LTCH,COVID-19,May,13
Hospital-Chronic Care,COVID-19,May,8
LTCH,Coronavirus,May,7
LTCH,COVID-19,May,5
LTCH,COVID-19,May,11
LTCH,COVID-19,May,9
LTCH,COVID-19,May,17
Hospital-Chronic Care,COVID-19,May,10
LTCH,COVID-19,May,11
Hospital-Chronic Care,COVID-19,May,8
Retirement Home,COVID-19,May,8
LTCH,COVID-19,May,8
Hospital-Acute Care,COVID-19,May,9
LTCH,COVID-19,May,18
Retirement Home,COVID-19,May,9
Retirement Home,COVID-19,May,10
LTCH,COVID-19,May,6
LTCH,Parainfluenza,May,16
Retirement Home,COVID-19,May,8
LTCH,COVID-19,May,16
LTCH,COVID-19,May,8
Hospital-Chronic Care,Enterovirus/Rhinovirus,May,8
LTCH,COVID-19,May,6
Retirement Home,COVID-19,May,12
LTCH,Parainfluenza,May,10
Retirement Home,COVID-19,May,17
Hospital-Acute Care,COVID-19,May,7
LTCH,COVID-19,May,8
LTCH,Parainfluenza,May,15
LTCH,COVID-19,May,10
Hospital-Acute Care,COVID-19,May,16
LTCH,COVID-19,May,23
LTCH,COVID-19,May,10
LTCH,COVID-19,May,12
Hospital-Acute Care,COVID-19,May,9
LTCH,Coronavirus,May,17
LTCH,COVID-19,May,7
LTCH,COVID-19,May,13
Hospital-Acute Care,COVID-19,May,9
LTCH,COVID-19,May,9
LTCH,COVID-19,May,9
Retirement Home,Enterovirus/Rhinovirus,May,10
LTCH,COVID-19,May,14
Hospital-Chronic Care,Coronavirus,May,7
Hospital-Chronic Care,Parainfluenza,May,7
LTCH,COVID-19,May,24
LTCH,COVID-19,May,15
Hospital-Acute Care,COVID-19,May,8
LTCH,COVID-19,May,15
LTCH,Parainfluenza,May,12
LTCH,Metapneumovirus,May,9
LTCH,Coronavirus,May,8
LTCH,Parainfluenza,May,25
Hospital-Acute Care,COVID-19,May,4
LTCH,Metapneumovirus,May,8
Hospital-Acute Care,COVID-19,May,6
Retirement Home,COVID-19,May,15
LTCH,COVID-19,May,3
LTCH,COVID-19,May,7
Retirement Home,COVID-19,May,16
Retirement Home,COVID-19,May,15
Hospital-Chronic Care,COVID-19,May,7
Retirement Home,COVID-19,May,7
LTCH,Norovirus,May,22
LTCH,Influenza,May,11
LTCH,COVID-19,May,12
LTCH,COVID-19,May,37
LTCH,Parainfluenza,May,24
LTCH,Parainfluenza,May,15
Retirement Home,Parainfluenza,May,12
Hospital-Chronic Care,COVID-19,May,8
LTCH,Enterovirus/Rhinovirus,May,13
LTCH,COVID-19,Apr,17
LTCH,Coronavirus,Apr,9
Hospital-Chronic Care,Influenza,Apr,9
LTCH,COVID-19,Apr,8
Hospital-Psychiatric,Respiratory syncytial virus,Apr,8
LTCH,Coronavirus,Apr,13
LTCH,Coronavirus,Apr,22
LTCH,COVID-19,Apr,16
LTCH,Coronavirus,Apr,24
LTCH,Coronavirus,Apr,16
Hospital-Chronic Care,COVID-19,Apr,12
Hospital-Acute Care,COVID-19,Apr,8
LTCH,Metapneumovirus,Apr,9
LTCH,Coronavirus,Apr,10
LTCH,COVID-19,Apr,18
Hospital-Chronic Care,Metapneumovirus,Apr,21
Hospital-Acute Care,COVID-19,Apr,6
LTCH,COVID-19,Apr,7
LTCH,Metapneumovirus,Apr,12
LTCH,Parainfluenza,Apr,16
LTCH,Metapneumovirus,Apr,10
LTCH,Norovirus,Apr,14
Hospital-Chronic Care,Influenza,Apr,12
Hospital-Acute Care,COVID-19,Apr,15
LTCH,Enterovirus/Rhinovirus,Apr,18
Hospital-Psychiatric,COVID-19,Apr,16
Retirement Home,Metapneumovirus,Apr,10
LTCH,COVID-19,Apr,7
Retirement Home,Coronavirus,Apr,17
LTCH,Parainfluenza,Apr,5
Retirement Home,COVID-19,Apr,11
Retirement Home,Norovirus,Apr,22
LTCH,Metapneumovirus,Apr,9
LTCH,Metapneumovirus,Apr,17
Retirement Home,COVID-19,Apr,14
Retirement Home,Norovirus,Apr,17
Hospital-Psychiatric,Respiratory syncytial virus,Apr,14
Retirement Home,Influenza,Apr,17
LTCH,Coronavirus,Apr,24
LTCH,Influenza,Apr,11
Hospital-Chronic Care,COVID-19,Apr,27
LTCH,COVID-19,Apr,22
LTCH,Enterovirus/Rhinovirus,Apr,8
Hospital-Chronic Care,Parainfluenza,Apr,15
LTCH,COVID-19,Apr,10
Retirement Home,COVID-19,Apr,10
LTCH,COVID-19,Apr,14
LTCH,COVID-19,Apr,21
LTCH,Parainfluenza,Apr,17
Hospital-Chronic Care,Metapneumovirus,Apr,9
LTCH,COVID-19,Apr,18
Hospital-Acute Care,Influenza,Apr,6
LTCH,Metapneumovirus,Apr,28
LTCH,Influenza,Apr,8
LTCH,Parainfluenza,Apr,18
Hospital-Acute Care,COVID-19,Apr,6
Hospital-Chronic Care,COVID-19,Apr,7
Hospital-Psychiatric,COVID-19,Apr,17
LTCH,Coronavirus,Apr,16
Hospital-Chronic Care,Metapneumovirus,Apr,8
LTCH,COVID-19,Apr,15
LTCH,Norovirus,Apr,7
LTCH,Parainfluenza,Apr,22
LTCH,Metapneumovirus,Apr,17
LTCH,Norovirus,Apr,11
LTCH,Influenza,Apr,22
LTCH,Metapneumovirus,Apr,14
LTCH,COVID-19,Mar,11
LTCH,Parainfluenza,Mar,16
LTCH,Norovirus,Mar,17
Retirement Home,Metapneumovirus,Mar,11
LTCH,Coronavirus,Mar,15
Retirement Home,Influenza,Mar,6
Retirement Home,COVID-19,Mar,14
Hospital-Chronic Care,Respiratory syncytial virus,Mar,26
LTCH,Norovirus,Mar,19
LTCH,Metapneumovirus,Mar,6
Hospital-Psychiatric,Influenza,Mar,8
LTCH,COVID-19,Mar,8
LTCH,COVID-19,Mar,12
LTCH,Coronavirus,Mar,8
Hospital-Psychiatric,COVID-19,Mar,8
LTCH,Influenza,Mar,6
LTCH,Parainfluenza,Mar,23
Retirement Home,Norovirus,Mar,24
LTCH,Parainfluenza,Mar,13
Hospital-Chronic Care,COVID-19,Mar,11
Retirement Home,COVID-19,Mar,7
LTCH,Metapneumovirus,Mar,20
Retirement Home,Coronavirus,Mar,14
LTCH,Parainfluenza,Mar,6
Hospital-Acute Care,Influenza,Mar,8
LTCH,Metapneumovirus,Mar,14
LTCH,COVID-19,Mar,14
Hospital-Psychiatric,COVID-19,Mar,7
Retirement Home,Coronavirus,Mar,9
LTCH,COVID-19,Mar,10
Hospital-Acute Care,Norovirus,Mar,8
LTCH,COVID-19,Mar,17
LTCH,Coronavirus,Mar,11
LTCH,Influenza,Mar,17
LTCH,Coronavirus,Mar,10
LTCH,Influenza,Mar,7
Hospital-Acute Care,Respiratory syncytial virus,Mar,18
Hospital-Chronic Care,Metapneumovirus,Mar,13
Hospital-Acute Care,COVID-19,Mar,13
LTCH,Metapneumovirus,Mar,47
Hospital-Chronic Care,Norovirus,Mar,6
LTCH,Parainfluenza,Mar,11
Hospital-Chronic Care,Respiratory syncytial virus,Mar,5
Hospital-Acute Care,COVID-19,Mar,8
LTCH,Coronavirus,Mar,12
LTCH,COVID-19,Mar,8
LTCH,Influenza,Mar,8
Hospital-Chronic Care,Respiratory syncytial virus,Mar,8
LTCH,Norovirus,Mar,12
LTCH,Parainfluenza,Mar,11
LTCH,COVID-19,Mar,15
Hospital-Acute Care,Influenza,Mar,12
Retirement Home,Coronavirus,Mar,20
Retirement Home,COVID-19,Mar,11
LTCH,Coronavirus,Feb,15
LTCH,Parainfluenza,Feb,14
LTCH,Coronavirus,Feb,11
Retirement Home,Norovirus,Feb,18
LTCH,Influenza,Feb,7
LTCH,Metapneumovirus,Feb,9
LTCH,COVID-19,Feb,8
Retirement Home,COVID-19,Feb,5
LTCH,COVID-19,Feb,8
Hospital-Chronic Care,COVID-19,Feb,9
LTCH,COVID-19,Feb,9
LTCH,Parainfluenza,Feb,4
Retirement Home,Norovirus,Feb,11
LTCH,Influenza,Feb,15
LTCH,COVID-19,Feb,8
LTCH,Coronavirus,Feb,4
Retirement Home,COVID-19,Feb,20
LTCH,COVID-19,Feb,8
LTCH,Coronavirus,Feb,24
LTCH,Respiratory syncytial virus,Feb,5
LTCH,Enterovirus/Rhinovirus,Feb,15
Hospital-Psychiatric,COVID-19,Feb,14
LTCH,Coronavirus,Feb,22
Hospital-Chronic Care,Influenza,Feb,15
Hospital-Acute Care,COVID-19,Feb,7
LTCH,Metapneumovirus,Feb,16
LTCH,COVID-19,Feb,7
LTCH,Respiratory syncytial virus,Feb,7
LTCH,COVID-19,Feb,12
Retirement Home,Influenza,Feb,12
LTCH,Respiratory syncytial virus,Feb,11
Retirement Home,COVID-19,Feb,9
LTCH,Coronavirus,Feb,8
LTCH,Influenza,Feb,25
LTCH,COVID-19,Feb,14
Hospital-Psychiatric,COVID-19,Feb,10
LTCH,COVID-19,Feb,13
Retirement Home,COVID-19,Feb,10
Hospital-Chronic Care,Coronavirus,Feb,10
LTCH,Coronavirus,Feb,16
Hospital-Chronic Care,COVID-19,Feb,10
LTCH,COVID-19,Feb,18
LTCH,Coronavirus,Feb,6
Retirement Home,COVID-19,Feb,16
LTCH,Coronavirus,Feb,36
Hospital-Chronic Care,Influenza,Feb,6
LTCH,Norovirus,Feb,13
LTCH,COVID-19,Feb,15
LTCH,Respiratory syncytial virus,Feb,5
LTCH,Influenza,Feb,7
LTCH,Influenza,Feb,21
Hospital-Acute Care,Influenza,Feb,7
Retirement Home,Norovirus,Feb,21
Hospital-Acute Care,Influenza,Feb,6
LTCH,Norovirus,Feb,18
LTCH,Influenza,Feb,9
LTCH,COVID-19,Feb,10
LTCH,COVID-19,Feb,23
LTCH,Coronavirus,Feb,13
LTCH,Influenza,Feb,11
Retirement Home,COVID-19,Feb,21
LTCH,COVID-19,Feb,16
Hospital-Acute Care,Influenza,Jan,8
Retirement Home,COVID-19,Jan,12
Hospital-Chronic Care,COVID-19,Jan,9
LTCH,COVID-19,Jan,6
Hospital-Acute Care,COVID-19,Jan,7
LTCH,Influenza,Jan,13
LTCH,COVID-19,Jan,13
LTCH,COVID-19,Jan,17
LTCH,Respiratory syncytial virus,Jan,8
Hospital-Chronic Care,Influenza,Jan,8
Hospital-Acute Care,Influenza,Jan,7
LTCH,COVID-19,Jan,7
LTCH,Coronavirus,Jan,16
LTCH,COVID-19,Jan,7
LTCH,Influenza,Jan,15
LTCH,Influenza,Jan,10
LTCH,COVID-19,Jan,17
LTCH,COVID-19,Jan,12
LTCH,COVID-19,Jan,25
LTCH,COVID-19,Jan,11
LTCH,Influenza,Jan,10
LTCH,Influenza,Jan,10
Retirement Home,Influenza,Jan,10
LTCH,COVID-19,Jan,10
LTCH,COVID-19,Jan,8
LTCH,COVID-19,Jan,18
LTCH,Coronavirus,Jan,13
LTCH,COVID-19,Jan,21
LTCH,COVID-19,Jan,14
Retirement Home,Influenza,Jan,16
LTCH,COVID-19,Jan,12
Hospital-Psychiatric,COVID-19,Jan,7
LTCH,Influenza,Jan,13
